,Label
1061,0
1062,0
1063,1
1064,1
1065,0
1066,1
1067,0
1068,0
1069,0
1070,1
1071,0
1072,0
1073,1
1074,1
1075,1
1076,1
1077,1
1078,1
1079,1
1080,0
1081,1
1082,0
1083,1
1084,1
1085,0
1086,0
1087,1
1088,0
1089,1
1090,0
1091,0
1092,1
1093,1
1094,0
1095,1
1096,0
1097,1
1098,0
1099,1
1100,1
1101,0
1102,1
1103,0
1104,1
1105,0
1106,1
1107,0
1108,1
1109,0
1110,1
1111,0
1112,1
1113,1
1114,0
1115,1
1116,0
1117,1
1118,1
1119,1
1120,0
1121,0
1122,0
1123,1
1124,1
1125,0
1126,1
1127,1
1128,1
1129,1
1130,1
1131,1
1132,1
1133,1
1134,0
1135,1
1136,0
1137,1
1138,0
1139,1
1140,0
1141,1
1142,0
1143,1
1144,0
1145,1
1146,1
1147,1
1148,0
1149,1
1150,0
1151,0
1152,0
1153,1
1154,1
1155,1
1156,1
1157,0
1158,0
1159,0
1160,1
1161,1
1162,0
1163,1
1164,1
1165,1
1166,0
1167,0
1168,1
1169,1
1170,1
1171,1
1172,1
1173,1
1174,0
1175,0
1176,1
1177,1
1178,0
1179,0
1180,0
1181,1
1182,1
1183,0
1184,1
1185,0
1186,1
1187,1
1188,0
1189,1
1190,0
1191,0
1192,0
1193,0
1194,0
1195,1
1196,1
1197,1
1198,1
1199,1
1200,0
1201,1
1202,0
1203,1
1204,0
1205,0
1206,1
1207,0
1208,1
1209,1
1210,0
1211,1
1212,0
1213,0
1214,0
1215,1
1216,0
1217,0
1218,1
1219,1
1220,0
1221,1
1222,0
1223,0
1224,1
1225,1
1226,0
1227,1
1228,1
1229,1
1230,0
1231,1
1232,0
1233,1
1234,1
1235,0
1236,1
1237,1
1238,0
1239,1
1240,1
1241,0
1242,1
1243,1
1244,1
1245,1
1246,1
1247,1
1248,1
1249,1
1250,1
1251,1
1252,1
1253,1
1254,1
1255,1
1256,1
1257,0
1258,1
1259,0
1260,0
1261,0
1262,1
1263,1
1264,1
1265,1
1266,1
1267,1
1268,1
1269,1
1270,1
1271,1
1272,1
1273,1
1274,1
1275,1
1276,1
1277,0
1278,0
1279,1
1280,0
1281,1
1282,0
1283,0
1284,1
1285,1
1286,0
1287,1
1288,1
1289,0
1290,1
1291,0
1292,1
1293,1
1294,0
1295,1
1296,1
1297,0
1298,1
1299,1
1300,0
1301,1
1302,0
1303,0
1304,1
1305,0
1306,0
1307,0
1308,1
1309,1
1310,1
1311,1
1312,1
1313,1
1314,1
1315,1
1316,1
1317,1
1318,1
1319,1
1320,1
1321,0
1322,1
1323,1
1324,1
1325,1
1326,1
1327,1
1328,1
1329,1
1330,1
1331,1
1332,1
1333,0
1334,1
1335,1
1336,1
1337,0
1338,1
1339,1
1340,0
1341,1
1342,1
1343,0
1344,1
1345,1
1346,1
1347,1
1348,0
1349,1
1350,0
1351,1
1352,1
1353,1
1354,1
1355,1
1356,1
1357,1
1358,1
1359,1
1360,1
1361,0
1362,1
1363,1
1364,1
1365,0
1366,1
1367,1
1368,1
1369,0
1370,1
1371,1
1372,0
1373,1
1374,0
1375,1
1376,1
1377,1
1378,1
1379,0
1380,1
1381,0
1382,1
1383,1
1384,1
1385,1
1386,1
1387,0
1388,0
1389,0
1390,1
1391,1
1392,1
1393,0
1394,1
1395,0
1396,0
1397,1
1398,1
1399,1
1400,1
1401,1
1402,1
1403,1
1404,1
1405,1
1406,0
1407,0
1408,1
1409,0
1410,1
1411,1
1412,1
1413,1
1414,1
1415,0
1416,0
1417,1
1418,0
1419,0
1420,0
1421,1
1422,1
1423,1
1424,1
1425,1
1426,0
1427,1
1428,0
1429,1
1430,0
1431,0
1432,0
1433,0
1434,1
1435,0
1436,1
1437,0
1438,1
1439,1
1440,1
1441,1
1442,1
1443,1
1444,0
1445,0
1446,0
1447,1
1448,1
1449,0
1450,1
1451,1
1452,1
1453,0
1454,1
1455,0
1456,0
1457,0
1458,1
1459,1
1460,0
1461,0
1462,1
1463,0
1464,1
1465,0
1466,1
1467,1
1468,1
1469,1
1470,1
1471,1
1472,1
1473,1
1474,1
1475,0
1476,0
1477,0
1478,0
1479,1
1480,0
1481,1
1482,1
1483,1
1484,1
1485,0
1486,1
1487,1
1488,1
1489,1
1490,0
1491,1
1492,0
1493,1
1494,1
1495,1
1496,1
1497,0
1498,1
1499,0
1500,1
1501,1
1502,0
1503,1
1504,1
1505,1
1506,1
1507,1
1508,1
1509,0
1510,1
1511,1
1512,0
1513,0
1514,1
1515,1
1516,0
1517,1
1518,0
1519,0
1520,1
1521,0
1522,1
1523,0
1524,0
1525,0
1526,1
1527,0
1528,1
1529,1
1530,1
1531,1
1532,1
1533,1
1534,1
1535,1
1536,1
1537,1
1538,1
1539,1
1540,1
1541,1
1542,1
1543,1
1544,0
1545,0
1546,1
1547,0
1548,1
1549,1
1550,0
1551,1
1552,0
1553,0
1554,1
1555,1
1556,1
1557,1
1558,1
1559,1
1560,1
1561,1
1562,1
1563,1
1564,1
1565,1
1566,1
1567,1
1568,1
1569,1
1570,0
1571,1
1572,1
1573,1
1574,1
1575,1
1576,1
1577,0
1578,1
1579,1
1580,1
1581,0
1582,0
1583,1
1584,0
1585,1
1586,0
1587,0
1588,0
1589,0
1590,1
1591,0
1592,1
1593,0
1594,1
1595,0
1596,0
1597,1
1598,1
1599,1
1600,0
1601,0
1602,1
1603,1
1604,1
1605,1
1606,0
1607,0
1608,0
1609,0
1610,0
1611,1
1612,0
1613,1
1614,1
1615,0
1616,1
1617,0
1618,1
1619,1
1620,0
1621,1
1622,0
1623,0
1624,1
1625,0
1626,0
1627,1
1628,1
1629,1
1630,0
1631,1
1632,1
1633,1
1634,1
1635,0
1636,1
1637,0
1638,1
1639,0
1640,0
1641,0
1642,0
1643,1
1644,1
1645,1
1646,1
1647,1
1648,1
1649,0
1650,0
1651,1
1652,1
1653,1
1654,1
1655,1
1656,1
1657,1
1658,1
1659,1
1660,1
1661,0
1662,0
1663,0
1664,1
1665,1
1666,1
1667,0
1668,0
1669,0
1670,0
1671,1
1672,0
1673,1
1674,1
1675,0
1676,1
1677,1
1678,0
1679,0
1680,1
1681,1
1682,1
1683,0
1684,1
1685,1
1686,0
1687,1
1688,1
1689,1
1690,0
1691,0
1692,0
1693,1
1694,0
1695,1
1696,1
1697,1
1698,0
1699,1
1700,1
1701,1
1702,1
1703,1
1704,1
1705,1
1706,1
1707,0
1708,0
1709,0
1710,1
1711,1
1712,1
1713,0
1714,1
1715,0
1716,0
1717,0
1718,0
1719,1
1720,0
1721,1
1722,1
1723,0
1724,0
1725,0
1726,0
1727,0
1728,1
1729,0
1730,0
1731,1
1732,1
1733,0
1734,0
1735,1
1736,0
1737,1
1738,0
1739,0
1740,1
1741,1
1742,1
1743,1
1744,1
1745,1
1746,1
1747,1
1748,1
1749,1
1750,1
1751,1
1752,1
1753,1
1754,1
1755,0
1756,1
1757,0
1758,1
1759,1
1760,1
1761,1
1762,1
1763,1
1764,1
1765,1
1766,0
1767,1
1768,1
1769,1
1770,0
1771,1
1772,1
1773,1
1774,1
1775,0
1776,1
1777,1
1778,1
1779,1
1780,0
1781,1
1782,0
1783,1
1784,1
1785,0
1786,0
1787,0
1788,1
1789,1
1790,1
1791,0
1792,1
1793,1
1794,1
1795,1
1796,1
1797,1
1798,0
1799,1
1800,0
1801,1
1802,1
1803,1
1804,1
1805,1
1806,1
1807,0
1808,1
1809,0
1810,0
1811,1
1812,1
1813,1
1814,0
1815,0
1816,0
1817,1
1818,1
1819,1
1820,1
1821,1
1822,1
1823,0
1824,1
1825,0
1826,0
1827,0
1828,0
1829,1
1830,0
1831,1
1832,1
1833,1
1834,1
1835,0
1836,0
1837,1
1838,0
1839,0
1840,0
1841,1
1842,0
1843,1
1844,0
1845,1
1846,1
1847,1
1848,0
1849,0
1850,1
1851,1
1852,0
1853,1
1854,0
1855,0
1856,1
1857,0
1858,1
1859,0
1860,1
1861,1
1862,1
1863,1
1864,0
1865,1
1866,1
1867,0
1868,1
1869,0
1870,1
1871,0
1872,0
1873,1
1874,0
1875,1
1876,0
1877,1
1878,1
1879,0
1880,1
1881,1
1882,0
1883,1
1884,0
1885,1
1886,0
1887,0
1888,0
1889,0
1890,0
1891,1
1892,1
1893,0
1894,1
1895,0
1896,1
1897,1
1898,1
1899,1
1900,1
1901,1
1902,1
1903,1
1904,1
1905,0
1906,1
1907,1
1908,0
1909,1
1910,0
1911,0
1912,0
1913,1
1914,1
1915,1
1916,0
1917,1
1918,0
1919,0
1920,1
1921,0
1922,1
1923,1
1924,1
1925,1
1926,1
1927,0
1928,0
1929,1
1930,1
1931,0
1932,1
1933,1
1934,1
1935,1
1936,1
1937,1
1938,1
1939,0
1940,1
1941,1
1942,1
1943,1
1944,0
1945,0
1946,1
1947,1
1948,0
1949,1
1950,0
1951,1
1952,1
1953,1
1954,1
1955,1
1956,1
1957,1
1958,0
1959,0
1960,1
1961,1
1962,1
1963,1
1964,0
1965,1
1966,0
1967,1
1968,1
1969,0
1970,1
1971,0
1972,0
1973,1
1974,0
1975,0
1976,0
1977,0
1978,1
1979,1
1980,0
1981,1
1982,1
1983,1
1984,0
1985,0
1986,0
1987,0
1988,0
1989,0
1990,1
1991,1
1992,1
1993,1
1994,0
1995,0
1996,1
1997,0
1998,1
1999,1
2000,1
2001,1
2002,1
2003,1
2004,1
2005,1
2006,1
2007,1
2008,0
2009,1
2010,1
2011,1
2012,0
2013,0
2014,0
2015,1
2016,0
2017,0
2018,1
2019,0
2020,0
2021,1
2022,1
2023,0
2024,1
2025,0
2026,1
2027,1
2028,1
2029,0
2030,1
2031,1
2032,0
2033,1
2034,1
2035,0
2036,1
2037,1
2038,1
2039,1
2040,0
2041,0
2042,1
2043,1
2044,0
2045,1
2046,1
2047,0
2048,1
2049,1
2050,0
2051,0
2052,1
2053,1
2054,1
2055,1
2056,0
2057,1
2058,1
2059,0
2060,1
2061,0
2062,1
2063,1
2064,1
2065,1
2066,0
2067,1
2068,0
2069,1
2070,0
2071,1
2072,1
2073,1
2074,0
2075,1
2076,0
2077,1
2078,1
2079,1
2080,1
2081,1
2082,0
2083,0
2084,1
2085,0
2086,0
2087,1
2088,1
2089,0
2090,1
2091,1
2092,1
2093,0
2094,1
2095,0
2096,1
2097,1
2098,1
2099,0
2100,1
2101,0
2102,1
2103,1
2104,1
2105,1
2106,1
2107,0
2108,0
2109,1
2110,0
2111,0
2112,1
2113,1
2114,1
2115,1
2116,0
2117,1
2118,0
2119,0
2120,1
2121,1
2122,0
2123,1
2124,0
2125,0
2126,1
2127,1
2128,0
2129,0
2130,1
2131,0
2132,1
2133,1
2134,0
2135,1
2136,1
2137,1
2138,0
2139,0
2140,1
2141,1
2142,1
2143,1
2144,1
2145,1
2146,1
2147,1
2148,1
2149,1
2150,1
2151,1
2152,1
2153,1
2154,0
2155,0
2156,0
2157,1
2158,1
2159,1
2160,0
2161,1
2162,1
2163,1
2164,1
2165,0
2166,1
2167,1
2168,0
2169,0
2170,1
2171,0
2172,1
2173,1
2174,1
2175,1
2176,1
2177,0
2178,0
2179,0
2180,0
2181,0
2182,0
2183,1
2184,0
2185,1
2186,0
2187,1
2188,0
2189,1
2190,1
2191,1
2192,1
2193,0
2194,1
2195,0
2196,0
2197,0
2198,1
2199,1
2200,0
2201,0
2202,1
2203,1
2204,1
2205,1
2206,1
2207,0
2208,1
2209,1
2210,1
2211,1
2212,1
2213,0
2214,0
2215,1
2216,0
2217,1
2218,1
2219,1
2220,1
2221,1
2222,1
2223,0
2224,0
2225,0
2226,1
2227,1
2228,0
2229,0
2230,0
2231,1
2232,0
2233,1
2234,1
2235,1
2236,1
2237,1
2238,0
2239,0
2240,0
2241,1
2242,0
2243,0
2244,0
2245,1
2246,0
2247,1
2248,0
2249,0
2250,1
2251,1
2252,1
2253,1
2254,1
2255,1
2256,1
2257,1
2258,1
2259,0
2260,1
2261,1
2262,1
2263,0
2264,0
2265,1
2266,1
2267,0
2268,0
2269,0
2270,1
2271,0
2272,1
2273,1
2274,0
2275,0
2276,0
2277,0
2278,1
2279,0
2280,1
2281,0
2282,0
2283,1
2284,0
2285,1
2286,1
2287,1
2288,1
2289,0
2290,1
2291,1
2292,1
2293,0
2294,0
2295,0
2296,1
2297,0
2298,1
2299,0
2300,0
2301,0
2302,0
2303,0
2304,1
2305,0
2306,1
2307,0
2308,1
2309,0
2310,1
2311,1
2312,0
2313,1
2314,0
2315,1
2316,1
2317,0
2318,1
2319,0
2320,0
2321,0
2322,1
2323,0
2324,0
2325,0
2326,0
2327,0
2328,0
2329,1
2330,1
2331,1
2332,1
2333,1
2334,0
2335,1
2336,1
2337,0
2338,1
2339,1
2340,0
2341,1
2342,1
2343,1
2344,1
2345,1
2346,1
2347,1
2348,1
2349,0
2350,1
2351,0
2352,0
2353,1
2354,1
2355,0
2356,1
2357,0
2358,1
2359,1
2360,0
2361,0
2362,1
2363,1
2364,1
2365,1
2366,1
2367,1
2368,1
2369,1
2370,0
2371,1
2372,0
2373,1
2374,0
2375,0
2376,0
2377,1
2378,0
2379,0
2380,0
2381,1
2382,1
2383,1
2384,0
2385,1
2386,1
2387,1
2388,0
2389,1
2390,0
2391,1
2392,0
2393,1
2394,1
2395,1
2396,1
2397,1
2398,0
2399,0
2400,0
2401,0
2402,0
2403,0
2404,0
2405,1
2406,1
2407,1
2408,1
2409,1
2410,1
2411,1
2412,1
2413,1
2414,1
2415,1
2416,1
2417,1
2418,0
2419,0
2420,1
2421,0
2422,1
2423,0
2424,0
2425,1
2426,1
2427,0
2428,1
2429,1
2430,0
2431,1
2432,1
2433,0
2434,1
2435,0
2436,1
2437,0
2438,0
2439,0
2440,1
2441,1
2442,0
2443,1
2444,0
2445,0
2446,1
2447,1
2448,1
2449,1
2450,0
2451,0
2452,0
2453,0
2454,1
2455,0
2456,1
2457,1
2458,1
2459,1
2460,1
2461,0
2462,1
2463,1
2464,1
2465,1
2466,1
2467,1
2468,1
2469,0
2470,1
2471,1
2472,0
2473,0
2474,1
2475,1
2476,1
2477,1
2478,0
2479,1
2480,1
2481,1
2482,1
2483,0
2484,0
2485,0
2486,1
2487,0
2488,1
2489,0
2490,1
2491,1
2492,0
2493,1
2494,0
2495,1
2496,1
2497,1
2498,0
2499,0
2500,1
2501,0
2502,1
2503,0
2504,1
2505,1
2506,1
2507,0
2508,0
2509,1
2510,0
2511,1
2512,0
2513,1
2514,1
2515,1
2516,1
2517,1
2518,0
2519,1
2520,0
2521,1
2522,0
2523,1
2524,0
2525,0
2526,1
2527,0
2528,1
2529,0
2530,1
2531,1
2532,0
2533,1
2534,1
2535,1
2536,1
2537,1
2538,0
2539,1
2540,1
2541,1
2542,1
2543,1
2544,1
2545,1
2546,1
2547,1
2548,1
2549,1
2550,0
2551,0
2552,1
2553,1
2554,0
2555,0
2556,1
2557,1
2558,1
2559,1
2560,1
2561,1
2562,0
2563,0
2564,1
2565,0
2566,1
2567,0
2568,1
2569,1
2570,0
2571,0
2572,1
2573,0
2574,1
2575,1
2576,0
2577,0
2578,1
2579,1
2580,1
2581,1
2582,1
2583,1
2584,1
2585,0
2586,1
2587,0
2588,0
2589,0
2590,1
2591,1
2592,1
2593,1
2594,1
2595,1
2596,1
2597,1
2598,1
2599,1
2600,1
2601,1
2602,1
2603,1
2604,1
2605,1
2606,1
2607,0
2608,0
2609,1
2610,1
2611,1
2612,1
2613,1
2614,1
2615,1
2616,1
2617,1
2618,1
2619,1
2620,0
2621,0
2622,1
2623,1
2624,0
2625,0
2626,1
2627,0
2628,1
2629,0
2630,1
2631,1
2632,0
2633,1
2634,0
2635,1
2636,1
2637,1
2638,1
2639,1
2640,1
2641,1
2642,1
2643,1
2644,1
2645,1
2646,0
2647,1
2648,1
2649,1
2650,1
2651,1
2652,1
2653,1
2654,1
2655,0
2656,0
2657,1
2658,1
2659,1
2660,1
2661,0
2662,1
2663,0
2664,0
2665,1
2666,0
2667,0
2668,1
2669,0
2670,1
2671,1
2672,0
2673,0
2674,1
2675,1
2676,0
2677,1
2678,0
2679,1
2680,1
2681,0
2682,1
2683,0
2684,0
2685,1
2686,0
2687,1
2688,1
2689,0
2690,1
2691,0
2692,0
2693,1
2694,0
2695,0
2696,1
2697,0
2698,0
2699,0
2700,1
2701,0
2702,1
2703,0
2704,1
2705,0
2706,1
2707,0
2708,1
2709,0
2710,1
2711,1
2712,0
2713,0
2714,0
2715,1
2716,0
2717,1
2718,1
2719,0
2720,1
2721,0
2722,0
2723,1
2724,1
2725,1
2726,1
2727,0
2728,0
2729,0
2730,0
2731,1
2732,1
2733,1
2734,1
2735,1
2736,1
2737,0
2738,0
2739,0
2740,0
2741,0
2742,1
2743,0
2744,1
2745,0
2746,0
2747,0
2748,1
2749,1
2750,0
2751,1
2752,0
2753,1
2754,1
2755,1
2756,1
2757,1
2758,1
2759,1
2760,1
2761,1
2762,1
2763,1
2764,1
2765,1
2766,1
2767,1
2768,0
2769,1
2770,1
2771,0
2772,1
2773,1
2774,1
2775,1
2776,1
2777,1
2778,1
2779,1
2780,1
2781,1
2782,1
2783,1
2784,1
2785,0
2786,1
2787,1
2788,1
2789,0
2790,0
2791,0
2792,0
2793,1
2794,0
2795,1
2796,0
2797,0
2798,1
2799,0
2800,1
2801,1
2802,0
2803,0
2804,0
2805,0
2806,1
2807,0
2808,1
2809,1
2810,1
2811,1
2812,0
2813,1
2814,0
2815,1
2816,0
2817,1
2818,1
2819,0
2820,1
2821,0
2822,0
2823,1
2824,1
2825,0
2826,1
2827,0
2828,1
2829,1
2830,0
2831,1
2832,1
2833,0
2834,1
2835,1
2836,0
2837,0
2838,1
2839,1
2840,1
2841,1
2842,0
2843,0
2844,0
2845,0
2846,1
2847,0
2848,1
2849,0
2850,1
2851,1
2852,1
2853,1
2854,1
2855,0
2856,0
2857,0
2858,1
2859,1
2860,1
2861,1
2862,1
2863,0
2864,1
2865,0
2866,1
2867,1
2868,0
2869,1
2870,1
2871,0
2872,1
2873,0
2874,0
2875,1
2876,0
2877,1
2878,1
2879,0
2880,1
2881,0
2882,0
2883,0
2884,1
2885,1
2886,1
2887,1
2888,1
2889,1
2890,1
2891,0
2892,0
2893,1
2894,1
2895,1
2896,1
2897,0
2898,0
2899,1
2900,0
2901,1
2902,1
2903,1
2904,0
2905,1
2906,0
2907,1
2908,0
2909,0
2910,1
2911,0
2912,1
2913,1
2914,0
2915,0
2916,0
2917,0
2918,1
2919,1
2920,0
2921,0
2922,1
2923,1
2924,0
2925,1
2926,1
2927,0
2928,0
2929,1
2930,0
2931,0
2932,1
2933,0
2934,0
2935,1
2936,1
2937,0
2938,1
2939,1
2940,0
2941,1
2942,1
2943,0
2944,1
2945,0
2946,0
2947,1
2948,0
2949,0
2950,1
2951,0
2952,0
2953,1
2954,1
2955,1
2956,1
2957,0
2958,1
2959,0
2960,1
2961,0
2962,1
2963,1
2964,0
2965,1
2966,0
2967,1
2968,0
2969,1
2970,0
2971,1
2972,1
2973,0
2974,0
2975,0
2976,1
2977,1
2978,0
2979,1
2980,0
2981,0
2982,0
2983,0
2984,1
2985,0
2986,0
2987,0
2988,1
2989,1
2990,0
2991,1
2992,1
2993,0
2994,1
2995,1
2996,1
2997,1
